Date,mes,semestre,quadrimestre,covid,trump,guerra_ucrania,MSCI INDIA
2018-01-12,1,1,1,0,1,0,33.76277542114258
2018-01-16,1,1,1,0,1,0,33.21720123291016
2018-01-17,1,1,1,0,1,0,34.02647399902344
2018-01-18,1,1,1,0,1,0,33.5809211730957
2018-01-19,1,1,1,0,1,0,34.035579681396484
2018-01-22,1,1,1,0,1,0,34.281089782714844
2018-01-23,1,1,1,0,1,0,34.60844421386719
2018-01-24,1,1,1,0,1,0,34.52660369873047
2018-01-25,1,1,1,0,1,0,34.29928207397461
2018-01-26,1,1,1,0,1,0,34.59935760498047
2018-01-29,1,1,1,0,1,0,34.35383605957031
2018-01-30,1,1,1,0,1,0,33.82643508911133
2018-01-31,1,1,1,0,1,0,33.87190246582031
2018-02-01,2,1,1,0,1,0,33.31721878051758
2018-02-02,2,1,1,0,1,0,32.171485900878906
2018-02-05,2,1,1,0,1,0,31.36219787597656
2018-02-06,2,1,1,0,1,0,32.60795593261719
2018-02-07,2,1,1,0,1,0,31.77138900756836
2018-02-08,2,1,1,0,1,0,31.189430236816406
2018-02-09,2,1,1,0,1,0,32.15330123901367
2018-02-12,2,1,1,0,1,0,32.31697463989258
2018-02-13,2,1,1,0,1,0,32.29878234863281
2018-02-14,2,1,1,0,1,0,32.46246337890625
2018-02-15,2,1,1,0,1,0,32.68069839477539
2018-02-16,2,1,1,0,1,0,32.025997161865234
2018-02-20,2,1,1,0,1,0,31.634994506835938
2018-02-21,2,1,1,0,1,0,31.49858856201172
2018-02-22,2,1,1,0,1,0,31.353107452392575
2018-02-23,2,1,1,0,1,0,32.14420318603516
2018-02-26,2,1,1,0,1,0,32.36244583129883
2018-02-27,2,1,1,0,1,0,31.653181076049805
2018-02-28,2,1,1,0,1,0,31.20761108398437
2018-03-01,3,1,1,0,1,0,31.171239852905277
2018-03-02,3,1,1,0,1,0,31.33491325378418
2018-03-05,3,1,1,0,1,0,31.37129020690918
2018-03-06,3,1,1,0,1,0,30.94391441345215
2018-03-07,3,1,1,0,1,0,30.871166229248047
2018-03-08,3,1,1,0,1,0,30.962106704711918
2018-03-09,3,1,1,0,1,0,31.37129020690918
2018-03-12,3,1,1,0,1,0,31.634994506835938
2018-03-13,3,1,1,0,1,0,31.58952140808105
2018-03-14,3,1,1,0,1,0,31.55314826965332
2018-03-15,3,1,1,0,1,0,31.225805282592773
2018-03-16,3,1,1,0,1,0,30.84388542175293
2018-03-19,3,1,1,0,1,0,30.343765258789062
2018-03-20,3,1,1,0,1,0,30.671113967895508
2018-03-21,3,1,1,0,1,0,31.03484535217285
2018-03-22,3,1,1,0,1,0,30.28011703491211
2018-03-23,3,1,1,0,1,0,29.98004150390625
2018-03-26,3,1,1,0,1,0,30.9530086517334
2018-03-27,3,1,1,0,1,0,30.65293884277344
2018-03-28,3,1,1,0,1,0,30.60747337341309
2018-03-29,3,1,1,0,1,0,31.03484535217285
2018-04-02,4,1,2,0,1,0,30.752960205078125
2018-04-03,4,1,2,0,1,0,31.289451599121094
2018-04-04,4,1,2,0,1,0,31.20761108398437
2018-04-05,4,1,2,0,1,0,31.489500045776367
2018-04-06,4,1,2,0,1,0,31.12577438354492
2018-04-09,4,1,2,0,1,0,31.416751861572266
2018-04-10,4,1,2,0,1,0,31.671369552612305
2018-04-11,4,1,2,0,1,0,31.61680603027344
2018-04-12,4,1,2,0,1,0,31.76229286193848
2018-04-13,4,1,2,0,1,0,31.544057846069336
2018-04-16,4,1,2,0,1,0,31.707735061645508
2018-04-17,4,1,2,0,1,0,31.744104385375977
2018-04-18,4,1,2,0,1,0,31.744104385375977
2018-04-19,4,1,2,0,1,0,31.3985652923584
2018-04-20,4,1,2,0,1,0,31.33491325378418
2018-04-23,4,1,2,0,1,0,31.289451599121094
2018-04-24,4,1,2,0,1,0,31.234888076782227
2018-04-25,4,1,2,0,1,0,31.09849739074707
2018-04-26,4,1,2,0,1,0,31.489500045776367
2018-04-27,4,1,2,0,1,0,31.780479431152344
2018-04-30,4,1,2,0,1,0,31.780479431152344
2018-05-01,5,1,2,0,1,0,31.68045425415039
2018-05-02,5,1,2,0,1,0,31.344009399414062
2018-05-03,5,1,2,0,1,0,31.243986129760746
2018-05-04,5,1,2,0,1,0,31.134864807128903
2018-05-07,5,1,2,0,1,0,31.143966674804688
2018-05-08,5,1,2,0,1,0,31.04393196105957
2018-05-09,5,1,2,0,1,0,31.107595443725582
2018-05-10,5,1,2,0,1,0,31.234888076782227
2018-05-11,5,1,2,0,1,0,31.062122344970703
2018-05-14,5,1,2,0,1,0,30.82570075988769
2018-05-15,5,1,2,0,1,0,30.361948013305664
2018-05-16,5,1,2,0,1,0,30.743860244750977
2018-05-17,5,1,2,0,1,0,30.343765258789062
2018-05-18,5,1,2,0,1,0,29.94367218017578
2018-05-21,5,1,2,0,1,0,29.761808395385746
2018-05-22,5,1,2,0,1,0,29.889110565185547
2018-05-23,5,1,2,0,1,0,29.689064025878903
2018-05-24,5,1,2,0,1,0,29.889110565185547
2018-05-25,5,1,2,0,1,0,30.407419204711918
2018-05-29,5,1,2,0,1,0,30.13462448120117
2018-05-30,5,1,2,0,1,0,30.60747337341309
2018-05-31,5,1,2,0,1,0,30.598377227783203
2018-06-01,6,1,2,0,1,0,30.743860244750977
2018-06-04,6,1,2,0,1,0,30.325580596923828
2018-06-05,6,1,2,0,1,0,30.325580596923828
2018-06-06,6,1,2,0,1,0,31.03484535217285
2018-06-07,6,1,2,0,1,0,30.5256290435791
2018-06-08,6,1,2,0,1,0,30.78023147583008
2018-06-11,6,1,2,0,1,0,30.83479118347168
2018-06-12,6,1,2,0,1,0,30.97119140625
2018-06-13,6,1,2,0,1,0,30.84388542175293
2018-06-14,6,1,2,0,1,0,30.725675582885746
2018-06-15,6,1,2,0,1,0,30.671113967895508
2018-06-18,6,1,2,0,1,0,30.48016357421875
2018-06-19,6,1,2,0,1,0,30.39458274841309
2018-06-20,6,1,2,0,1,0,30.567575454711918
2018-06-21,6,1,2,0,1,0,30.39458274841309
2018-06-22,6,1,2,0,1,0,30.74969482421875
2018-06-25,6,1,2,0,1,0,30.34904670715332
2018-06-26,6,1,2,0,1,0,30.3126277923584
2018-06-27,6,1,2,0,1,0,29.72075843811035
2018-06-28,6,1,2,0,1,0,29.65701484680176
2018-06-29,6,1,2,0,1,0,30.3126277923584
2018-07-02,7,2,3,0,1,0,30.066770553588867
2018-07-03,7,2,3,0,1,0,30.21245384216309
2018-07-05,7,2,3,0,1,0,29.930185317993164
2018-07-06,7,2,3,0,1,0,30.34904670715332
2018-07-09,7,2,3,0,1,0,30.72237777709961
2018-07-10,7,2,3,0,1,0,30.940902709960938
2018-07-11,7,2,3,0,1,0,30.740583419799805
2018-07-12,7,2,3,0,1,0,31.17765045166016
2018-07-13,7,2,3,0,1,0,31.05017852783203
2018-07-16,7,2,3,0,1,0,30.740583419799805
2018-07-17,7,2,3,0,1,0,31.29602432250977
2018-07-18,7,2,3,0,1,0,31.00465202331543
2018-07-19,7,2,3,0,1,0,30.69506072998047
2018-07-20,7,2,3,0,1,0,31.05017852783203
2018-07-23,7,2,3,0,1,0,31.086597442626957
2018-07-24,7,2,3,0,1,0,31.45992660522461
2018-07-25,7,2,3,0,1,0,31.696674346923828
2018-07-26,7,2,3,0,1,0,31.68757057189941
2018-07-27,7,2,3,0,1,0,32.02447891235352
2018-07-30,7,2,3,0,1,0,32.17927551269531
2018-07-31,7,2,3,0,1,0,32.443336486816406
2018-08-01,8,2,3,0,1,0,32.443336486816406
2018-08-02,8,2,3,0,1,0,32.142852783203125
2018-08-03,8,2,3,0,1,0,32.552608489990234
2018-08-06,8,2,3,0,1,0,32.37049102783203
2018-08-07,8,2,3,0,1,0,32.37049102783203
2018-08-08,8,2,3,0,1,0,32.67097854614258
2018-08-09,8,2,3,0,1,0,32.525291442871094
2018-08-10,8,2,3,0,1,0,32.13374710083008
2018-08-13,8,2,3,0,1,0,31.560089111328125
2018-08-14,8,2,3,0,1,0,32.03358459472656
2018-08-15,8,2,3,0,1,0,31.41440200805664
2018-08-16,8,2,3,0,1,0,31.723987579345703
2018-08-17,8,2,3,0,1,0,32.20658874511719
2018-08-20,8,2,3,0,1,0,32.306739807128906
2018-08-21,8,2,3,0,1,0,32.507080078125
2018-08-22,8,2,3,0,1,0,32.561702728271484
2018-08-23,8,2,3,0,1,0,32.18837356567383
2018-08-24,8,2,3,0,1,0,32.707401275634766
2018-08-27,8,2,3,0,1,0,32.90773010253906
2018-08-28,8,2,3,0,1,0,32.77113723754883
2018-08-29,8,2,3,0,1,0,32.652767181396484
2018-08-30,8,2,3,0,1,0,32.27032470703125
2018-08-31,8,2,3,0,1,0,32.488868713378906
2018-09-04,9,2,3,0,1,0,31.578304290771484
2018-09-05,9,2,3,0,1,0,31.550987243652344
2018-09-06,9,2,3,0,1,0,31.62382698059082
2018-09-07,9,2,3,0,1,0,31.496353149414062
2018-09-10,9,2,3,0,1,0,30.940902709960938
2018-09-11,9,2,3,0,1,0,30.777008056640625
2018-09-12,9,2,3,0,1,0,31.24139404296875
2018-09-13,9,2,3,0,1,0,31.578304290771484
2018-09-14,9,2,3,0,1,0,31.4781436920166
2018-09-17,9,2,3,0,1,0,30.831640243530277
2018-09-18,9,2,3,0,1,0,30.61310386657715
2018-09-19,9,2,3,0,1,0,30.98643493652344
2018-09-20,9,2,3,0,1,0,31.29602432250977
2018-09-21,9,2,3,0,1,0,30.53115463256836
2018-09-24,9,2,3,0,1,0,29.70254135131836
2018-09-25,9,2,3,0,1,0,30.094083786010746
2018-09-26,9,2,3,0,1,0,30.203346252441406
2018-09-27,9,2,3,0,1,0,29.87555313110352
2018-09-28,9,2,3,0,1,0,29.56596565246582
2018-10-01,10,2,4,0,1,0,29.520427703857425
2018-10-02,10,2,4,0,1,0,29.36563873291016
2018-10-03,10,2,4,0,1,0,28.63718605041504
2018-10-04,10,2,4,0,1,0,27.726621627807617
2018-10-05,10,2,4,0,1,0,27.00727653503418
2018-10-08,10,2,4,0,1,0,27.45345497131348
2018-10-09,10,2,4,0,1,0,27.089231491088867
2018-10-10,10,2,4,0,1,0,26.99817276000977
2018-10-11,10,2,4,0,1,0,27.09833526611328
2018-10-12,10,2,4,0,1,0,27.84499168395996
2018-10-15,10,2,4,0,1,0,27.808574676513672
2018-10-16,10,2,4,0,1,0,28.57344436645508
2018-10-17,10,2,4,0,1,0,27.67198944091797
2018-10-18,10,2,4,0,1,0,27.080123901367188
2018-10-19,10,2,4,0,1,0,27.198495864868164
2018-10-22,10,2,4,0,1,0,26.852481842041016
2018-10-23,10,2,4,0,1,0,26.96175575256348
2018-10-24,10,2,4,0,1,0,26.67947769165039
2018-10-25,10,2,4,0,1,0,26.88890838623047
2018-10-26,10,2,4,0,1,0,26.734111785888672
2018-10-29,10,2,4,0,1,0,26.94353675842285
2018-10-30,10,2,4,0,1,0,27.225811004638672
2018-10-31,10,2,4,0,1,0,27.489877700805664
2018-11-01,11,2,4,0,1,0,28.2729606628418
2018-11-02,11,2,4,0,1,0,28.47328758239746
2018-11-05,11,2,4,0,1,0,28.719135284423828
2018-11-06,11,2,4,0,1,0,28.46417999267578
2018-11-07,11,2,4,0,1,0,29.21994400024414
2018-11-08,11,2,4,0,1,0,28.56433868408203
2018-11-09,11,2,4,0,1,0,28.50060272216797
2018-11-12,11,2,4,0,1,0,28.054428100585938
2018-11-13,11,2,4,0,1,0,28.873929977416992
2018-11-14,11,2,4,0,1,0,28.928565979003903
2018-11-15,11,2,4,0,1,0,29.265474319458008
2018-11-16,11,2,4,0,1,0,29.41116714477539
2018-11-19,11,2,4,0,1,0,29.50222396850586
2018-11-20,11,2,4,0,1,0,28.974092483520508
2018-11-21,11,2,4,0,1,0,29.33831787109375
2018-11-23,11,2,4,0,1,0,29.229047775268555
2018-11-26,11,2,4,0,1,0,29.402061462402344
2018-11-27,11,2,4,0,1,0,29.62970352172852
2018-11-28,11,2,4,0,1,0,30.203346252441406
2018-11-29,11,2,4,0,1,0,30.5584716796875
2018-11-30,11,2,4,0,1,0,30.36725425720215
2018-12-03,12,2,4,0,1,0,30.26709747314453
2018-12-04,12,2,4,0,1,0,29.84823226928711
2018-12-06,12,2,4,0,1,0,29.556856155395508
2018-12-07,12,2,4,0,1,0,28.83750915527344
2018-12-10,12,2,4,0,1,0,27.599143981933597
2018-12-11,12,2,4,0,1,0,28.527915954589844
2018-12-12,12,2,4,0,1,0,29.45668601989746
2018-12-13,12,2,4,0,1,0,29.50222396850586
2018-12-14,12,2,4,0,1,0,29.374738693237305
2018-12-17,12,2,4,0,1,0,29.56596565246582
2018-12-18,12,2,4,0,1,0,30.486421585083008
2018-12-19,12,2,4,0,1,0,30.082632064819336
2018-12-20,12,2,4,0,1,0,30.6516170501709
2018-12-21,12,2,4,0,1,0,29.889911651611328
2018-12-24,12,2,4,0,1,0,29.651309967041016
2018-12-26,12,2,4,0,1,0,30.100984573364254
2018-12-27,12,2,4,0,1,0,30.25699806213379
2018-12-28,12,2,4,0,1,0,30.62976455688477
2018-12-31,12,2,4,0,1,0,30.611408233642575
2019-01-02,1,1,1,0,1,0,30.244140625
2019-01-03,1,1,1,0,1,0,29.62897491455078
2019-01-04,1,1,1,0,1,0,30.574682235717773
2019-01-07,1,1,1,0,1,0,30.133962631225582
2019-01-08,1,1,1,0,1,0,30.225780487060547
2019-01-09,1,1,1,0,1,0,30.225780487060547
2019-01-10,1,1,1,0,1,0,30.27168846130371
2019-01-11,1,1,1,0,1,0,30.06052017211914
2019-01-14,1,1,1,0,1,0,29.638158798217773
2019-01-15,1,1,1,0,1,0,29.931968688964844
2019-01-16,1,1,1,0,1,0,30.207414627075195
2019-01-17,1,1,1,0,1,0,30.30841064453125
2019-01-18,1,1,1,0,1,0,30.078876495361328
2019-01-22,1,1,1,0,1,0,29.858518600463867
2019-01-23,1,1,1,0,1,0,29.895244598388672
2019-01-24,1,1,1,0,1,0,30.161510467529297
2019-01-25,1,1,1,0,1,0,29.9870548248291
2019-01-28,1,1,1,0,1,0,29.44534683227539
2019-01-29,1,1,1,0,1,0,29.40861701965332
2019-01-30,1,1,1,0,1,0,29.656524658203125
2019-01-31,1,1,1,0,1,0,30.115602493286133
2019-02-01,2,1,1,0,1,0,29.821786880493164
2019-02-04,2,1,1,0,1,0,29.867698669433597
2019-02-05,2,1,1,0,1,0,30.133962631225582
2019-02-06,2,1,1,0,1,0,30.253324508666992
2019-02-07,2,1,1,0,1,0,30.501224517822266
2019-02-08,2,1,1,0,1,0,29.968698501586918
2019-02-11,2,1,1,0,1,0,29.785057067871094
2019-02-12,2,1,1,0,1,0,30.069692611694336
2019-02-13,2,1,1,0,1,0,29.55552864074707
2019-02-14,2,1,1,0,1,0,29.64734268188477
2019-02-15,2,1,1,0,1,0,29.30762481689453
2019-02-19,2,1,1,0,1,0,29.059717178344727
2019-02-20,2,1,1,0,1,0,29.44534683227539
2019-02-21,2,1,1,0,1,0,29.518798828125
2019-02-22,2,1,1,0,1,0,29.775880813598636
2019-02-25,2,1,1,0,1,0,30.161510467529297
2019-02-26,2,1,1,0,1,0,30.00542640686035
2019-02-27,2,1,1,0,1,0,29.75752258300781
2019-02-28,2,1,1,0,1,0,30.014604568481445
2019-03-01,3,1,1,0,1,0,29.895244598388672
2019-03-04,3,1,1,0,1,0,29.79424476623535
2019-03-05,3,1,1,0,1,0,30.739952087402344
2019-03-06,3,1,1,0,1,0,30.98784828186035
2019-03-07,3,1,1,0,1,0,30.675682067871094
2019-03-08,3,1,1,0,1,0,30.70322036743164
2019-03-11,3,1,1,0,1,0,31.57547950744629
2019-03-12,3,1,1,0,1,0,31.805009841918945
2019-03-13,3,1,1,0,1,0,31.722375869750977
2019-03-14,3,1,1,0,1,0,31.85091781616211
2019-03-15,3,1,1,0,1,0,32.209007263183594
2019-03-18,3,1,1,0,1,0,32.54872512817383
2019-03-19,3,1,1,0,1,0,32.493629455566406
2019-03-20,3,1,1,0,1,0,32.74153137207031
2019-03-21,3,1,1,0,1,0,32.631351470947266
2019-03-22,3,1,1,0,1,0,31.84174156188965
2019-03-25,3,1,1,0,1,0,31.768280029296875
2019-03-26,3,1,1,0,1,0,32.08046340942383
2019-03-27,3,1,1,0,1,0,31.786651611328125
2019-03-28,3,1,1,0,1,0,32.2457275390625
2019-03-29,3,1,1,0,1,0,32.365089416503906
2019-04-01,4,1,2,0,1,0,32.69562911987305
2019-04-02,4,1,2,0,1,0,32.8792610168457
2019-04-03,4,1,2,0,1,0,32.98025894165039
2019-04-04,4,1,2,0,1,0,32.61299133300781
2019-04-05,4,1,2,0,1,0,32.833343505859375
2019-04-08,4,1,2,0,1,0,32.42018127441406
2019-04-09,4,1,2,0,1,0,32.640533447265625
2019-04-10,4,1,2,0,1,0,32.56708908081055
2019-04-11,4,1,2,0,1,0,32.511993408203125
2019-04-12,4,1,2,0,1,0,32.511993408203125
2019-04-15,4,1,2,0,1,0,32.631351470947266
2019-04-16,4,1,2,0,1,0,32.78744125366211
2019-04-17,4,1,2,0,1,0,32.9251708984375
2019-04-18,4,1,2,0,1,0,32.860897064208984
2019-04-22,4,1,2,0,1,0,32.153907775878906
2019-04-23,4,1,2,0,1,0,32.18146133422852
2019-04-24,4,1,2,0,1,0,32.22735977172852
2019-04-25,4,1,2,0,1,0,32.18146133422852
2019-04-26,4,1,2,0,1,0,32.61299133300781
2019-04-29,4,1,2,0,1,0,32.658897399902344
2019-04-30,4,1,2,0,1,0,32.60380935668945
2019-05-01,5,1,2,0,1,0,32.50281524658203
2019-05-02,5,1,2,0,1,0,32.35591125488281
2019-05-03,5,1,2,0,1,0,32.668087005615234
2019-05-06,5,1,2,0,1,0,32.190643310546875
2019-05-07,5,1,2,0,1,0,31.41020774841309
2019-05-08,5,1,2,0,1,0,31.153120040893555
2019-05-09,5,1,2,0,1,0,30.7583065032959
2019-05-10,5,1,2,0,1,0,30.82258415222168
2019-05-13,5,1,2,0,1,0,30.00542640686035
2019-05-14,5,1,2,0,1,0,30.6664981842041
2019-05-15,5,1,2,0,1,0,30.48286819458008
2019-05-16,5,1,2,0,1,0,30.85930824279785
2019-05-17,5,1,2,0,1,0,30.96031188964844
2019-05-20,5,1,2,0,1,0,32.32836151123047
2019-05-21,5,1,2,0,1,0,32.27327346801758
2019-05-22,5,1,2,0,1,0,32.13555145263672
2019-05-23,5,1,2,0,1,0,32.0712776184082
2019-05-24,5,1,2,0,1,0,32.5395393371582
2019-05-28,5,1,2,0,1,0,32.70480728149414
2019-05-29,5,1,2,0,1,0,32.47526550292969
2019-05-30,5,1,2,0,1,0,32.78744125366211
2019-05-31,5,1,2,0,1,0,33.035343170166016
2019-06-03,6,1,2,0,1,0,33.402610778808594
2019-06-04,6,1,2,0,1,0,33.310791015625
2019-06-05,6,1,2,0,1,0,33.04452896118164
2019-06-06,6,1,2,0,1,0,32.77826690673828
2019-06-07,6,1,2,0,1,0,32.8792610168457
2019-06-10,6,1,2,0,1,0,32.85171890258789
2019-06-11,6,1,2,0,1,0,32.95270919799805
2019-06-12,6,1,2,0,1,0,32.79662322998047
2019-06-13,6,1,2,0,1,0,32.69562911987305
2019-06-14,6,1,2,0,1,0,32.26409912109375
2019-06-17,6,1,2,0,1,0,32.09453582763672
2019-06-18,6,1,2,0,1,0,32.40955352783203
2019-06-19,6,1,2,0,1,0,32.20572280883789
2019-06-20,6,1,2,0,1,0,32.576324462890625
2019-06-21,6,1,2,0,1,0,32.28910827636719
2019-06-24,6,1,2,0,1,0,32.261314392089844
2019-06-25,6,1,2,0,1,0,32.40955352783203
2019-06-26,6,1,2,0,1,0,32.73383712768555
2019-06-27,6,1,2,0,1,0,32.872806549072266
2019-06-28,6,1,2,0,1,0,32.70603942871094
2019-07-01,7,2,3,0,1,0,32.9839973449707
2019-07-02,7,2,3,0,1,0,33.21562194824219
2019-07-03,7,2,3,0,1,0,33.15077209472656
2019-07-05,7,2,3,0,1,0,32.75236892700195
2019-07-08,7,2,3,0,1,0,32.261314392089844
2019-07-09,7,2,3,0,1,0,32.279842376708984
2019-07-10,7,2,3,0,1,0,32.168663024902344
2019-07-11,7,2,3,0,1,0,32.15012741088867
2019-07-12,7,2,3,0,1,0,32.168663024902344
2019-07-15,7,2,3,0,1,0,32.326171875
2019-07-16,7,2,3,0,1,0,32.483673095703125
2019-07-17,7,2,3,0,1,0,32.400291442871094
2019-07-18,7,2,3,0,1,0,32.35396194458008
2019-07-19,7,2,3,0,1,0,31.659080505371094
2019-07-22,7,2,3,0,1,0,31.6776065826416
2019-07-23,7,2,3,0,1,0,31.42744255065918
2019-07-24,7,2,3,0,1,0,31.34406471252441
2019-07-25,7,2,3,0,1,0,31.15875816345215
2019-07-26,7,2,3,0,1,0,31.42744255065918
2019-07-29,7,2,3,0,1,0,31.18655776977539
2019-07-30,7,2,3,0,1,0,30.639907836914062
2019-07-31,7,2,3,0,1,0,30.57505416870117
2019-08-01,8,2,3,0,1,0,30.093259811401367
2019-08-02,8,2,3,0,1,0,30.03766822814941
2019-08-05,8,2,3,0,1,0,29.04629898071289
2019-08-06,8,2,3,0,1,0,29.57441711425781
2019-08-07,8,2,3,0,1,0,29.389110565185547
2019-08-08,8,2,3,0,1,0,30.23224639892578
2019-08-09,8,2,3,0,1,0,29.982086181640625
2019-08-12,8,2,3,0,1,0,29.8060359954834
2019-08-13,8,2,3,0,1,0,29.676328659057617
2019-08-14,8,2,3,0,1,0,29.277929306030277
2019-08-15,8,2,3,0,1,0,29.3427848815918
2019-08-16,8,2,3,0,1,0,29.81531143188477
2019-08-19,8,2,3,0,1,0,29.592945098876957
2019-08-20,8,2,3,0,1,0,29.54661750793457
2019-08-21,8,2,3,0,1,0,29.407642364501957
2019-08-22,8,2,3,0,1,0,28.73128318786621
2019-08-23,8,2,3,0,1,0,29.333518981933597
2019-08-26,8,2,3,0,1,0,29.796777725219727
2019-08-27,8,2,3,0,1,0,29.97281265258789
2019-08-28,8,2,3,0,1,0,29.676328659057617
2019-08-29,8,2,3,0,1,0,29.611474990844727
2019-08-30,8,2,3,0,1,0,29.81531143188477
2019-09-03,9,2,3,0,1,0,29.064830780029297
2019-09-04,9,2,3,0,1,0,29.2593994140625
2019-09-05,9,2,3,0,1,0,29.36131858825684
2019-09-06,9,2,3,0,1,0,29.648534774780277
2019-09-09,9,2,3,0,1,0,29.759716033935547
2019-09-10,9,2,3,0,1,0,29.704126358032227
2019-09-11,9,2,3,0,1,0,30.01914405822754
2019-09-12,9,2,3,0,1,0,29.982086181640625
2019-09-13,9,2,3,0,1,0,30.315624237060547
2019-09-16,9,2,3,0,1,0,29.592945098876957
2019-09-17,9,2,3,0,1,0,29.611474990844727
2019-09-18,9,2,3,0,1,0,29.54661750793457
2019-09-19,9,2,3,0,1,0,29.10189247131348
2019-09-20,9,2,3,0,1,0,30.760358810424805
2019-09-23,9,2,3,0,1,0,31.473773956298828
2019-09-24,9,2,3,0,1,0,31.130964279174805
2019-09-25,9,2,3,0,1,0,30.871538162231445
2019-09-26,9,2,3,0,1,0,31.07537078857422
2019-09-27,9,2,3,0,1,0,31.001251220703125
2019-09-30,9,2,3,0,1,0,31.103166580200195
2019-10-01,10,2,4,0,1,0,30.37121963500977
2019-10-02,10,2,4,0,1,0,30.24150657653809
2019-10-03,10,2,4,0,1,0,30.565784454345703
2019-10-04,10,2,4,0,1,0,30.36195182800293
2019-10-07,10,2,4,0,1,0,30.00987434387207
2019-10-08,10,2,4,0,1,0,29.81531143188477
2019-10-09,10,2,4,0,1,0,30.23224639892578
2019-10-10,10,2,4,0,1,0,30.352689743041992
2019-10-11,10,2,4,0,1,0,30.51019859313965
2019-10-14,10,2,4,0,1,0,30.380481719970703
2019-10-15,10,2,4,0,1,0,30.639907836914062
2019-10-16,10,2,4,0,1,0,30.797422409057617
2019-10-17,10,2,4,0,1,0,31.18655776977539
2019-10-18,10,2,4,0,1,0,31.52936744689941
2019-10-21,10,2,4,0,1,0,31.473773956298828
2019-10-22,10,2,4,0,1,0,31.288471221923828
2019-10-23,10,2,4,0,1,0,31.48303985595703
2019-10-24,10,2,4,0,1,0,31.31626510620117
2019-10-25,10,2,4,0,1,0,31.566425323486328
2019-10-28,10,2,4,0,1,0,31.640552520751957
2019-10-29,10,2,4,0,1,0,31.99262046813965
2019-10-30,10,2,4,0,1,0,32.279842376708984
2019-10-31,10,2,4,0,1,0,32.10380172729492
2019-11-01,11,2,4,0,1,0,32.483673095703125
2019-11-04,11,2,4,0,1,0,32.400291442871094
2019-11-05,11,2,4,0,1,0,32.34469985961914
2019-11-06,11,2,4,0,1,0,32.4280891418457
2019-11-07,11,2,4,0,1,0,32.40955352783203
2019-11-08,11,2,4,0,1,0,31.890701293945312
2019-11-11,11,2,4,0,1,0,31.81658935546875
2019-11-12,11,2,4,0,1,0,31.61275291442871
2019-11-13,11,2,4,0,1,0,31.381118774414062
2019-11-14,11,2,4,0,1,0,31.455242156982425
2019-11-15,11,2,4,0,1,0,31.659080505371094
2019-11-18,11,2,4,0,1,0,31.55716323852539
2019-11-19,11,2,4,0,1,0,31.71466445922852
2019-11-20,11,2,4,0,1,0,31.918502807617188
2019-11-21,11,2,4,0,1,0,31.7609920501709
2019-11-22,11,2,4,0,1,0,31.68687629699707
2019-11-25,11,2,4,0,1,0,32.34469985961914
2019-11-26,11,2,4,0,1,0,32.233516693115234
2019-11-27,11,2,4,0,1,0,32.483673095703125
2019-11-29,11,2,4,0,1,0,31.92776107788086
2019-12-02,12,2,4,0,1,0,32.15939712524414
2019-12-03,12,2,4,0,1,0,31.844383239746094
2019-12-04,12,2,4,0,1,0,32.252052307128906
2019-12-05,12,2,4,0,1,0,32.224246978759766
2019-12-06,12,2,4,0,1,0,31.890701293945312
2019-12-09,12,2,4,0,1,0,32.10380172729492
2019-12-10,12,2,4,0,1,0,31.93703269958496
2019-12-11,12,2,4,0,1,0,32.27058029174805
2019-12-12,12,2,4,0,1,0,32.44661331176758
2019-12-13,12,2,4,0,1,0,32.61338806152344
2019-12-16,12,2,4,0,1,0,32.40287399291992
2019-12-17,12,2,4,0,1,0,32.69963073730469
2019-12-18,12,2,4,0,1,0,32.681087493896484
2019-12-19,12,2,4,0,1,0,32.82019805908203
2019-12-20,12,2,4,0,1,0,32.87583541870117
2019-12-23,12,2,4,0,1,0,32.79237365722656
2019-12-24,12,2,4,0,1,0,32.67181396484375
2019-12-26,12,2,4,0,1,0,32.514156341552734
2019-12-27,12,2,4,0,1,0,32.73673629760742
2019-12-30,12,2,4,0,1,0,32.625450134277344
2019-12-31,12,2,4,0,1,0,32.597625732421875
2020-01-02,1,1,1,0,1,0,32.99640274047852
2020-01-03,1,1,1,0,1,0,32.43996810913086
2020-01-06,1,1,1,0,1,0,32.05973815917969
2020-01-07,1,1,1,0,1,0,32.01337432861328
2020-01-08,1,1,1,0,1,0,32.43996810913086
2020-01-09,1,1,1,0,1,0,32.87583541870117
2020-01-10,1,1,1,0,1,0,33.02422332763672
2020-01-13,1,1,1,0,1,0,33.46936798095703
2020-01-14,1,1,1,0,1,0,33.404449462890625
2020-01-15,1,1,1,0,1,0,33.34880065917969
2020-01-16,1,1,1,0,1,0,33.339534759521484
2020-01-17,1,1,1,0,1,0,33.552833557128906
2020-01-21,1,1,1,0,0,0,32.82019805908203
2020-01-22,1,1,1,0,0,0,32.91293716430664
2020-01-23,1,1,1,0,0,0,32.8665657043457
2020-01-24,1,1,1,0,0,0,33.005672454833984
2020-01-27,1,1,1,0,0,0,32.597625732421875
2020-01-28,1,1,1,0,0,0,32.755279541015625
2020-01-29,1,1,1,0,0,0,32.79237365722656
2020-01-30,1,1,1,0,0,0,32.37504959106445
2020-01-31,1,1,1,1,0,0,31.98554992675781
2020-02-03,2,1,1,1,0,0,31.56822204589844
