Date,MSCI BRAZIL,MSCI USA,MSCI CHINA,MSCI INDIA,MSCI JAPAN,MSCI UK,MSCI CANADA,MSCI SOUTH AFRICA,MSCI RUSSIA,MSCI GERMANY,MSCI MEXICO,MSCI AUSTRALIA,MSCI FRANCE,MSCI SOUTH KOREA,MSCI SWITZERLAND,MSCI EM LATIN AMERICA,MSCI EM ASIA,MSCI EM EUROPE,MSCI WORLD,MSCI EUROPE
2016-01-05,0.013944143876298054,0.0016901791434794046,2.3016562179065887,0.009611892420363241,-2.2900903652032545,-0.002522214805272356,-0.004730690690015244,-2.2990829420367023,0.016423656504192495,-4.614604291708527,2.299523679330964,-0.015086678656967572,-2.3122877209664585,0.0043198917681836774,-0.0022834455361863274,-2.2967960146071698,2.304512143560709,34.497954378038685,2.295563548218015,-2.308932412634029
2016-01-06,-2.3175328209017567,-2.315279670709669,-2.3194591261512167,-2.3174112358537644,-0.017536851674143598,-0.01847757892135555,-0.02205233679238835,-2.3334249283433355,-2.321772470722754,2.291065506437051,-2.3232386729832117,-2.3317802683815363,-0.01580903749520825,2.2824744294441635,-2.317721976377885,2.2807022851192524,-2.3222184885250305,-34.497954378038685,-2.314249829693559,2.285631179229815
2016-01-07,-0.03785613156241873,-0.024284051352364274,2.2608367728672834,2.270330382613029,-0.01528034351503793,-0.02804234940202591,-0.02403848139185427,4.553378267714034,2.264986747146447,2.28240694042802,-0.03980505639030793,2.2591746410633093,2.2887079552167195,-2.318629219260922,2.286204983868088,-0.040637707719810894,-0.02827193523349174,0.0,-0.03291369977831144,-2.3208862649007718
2016-01-08,2.2978816873692467,2.291548029158284,-0.014896058622168258,-18.424932010580342,-0.021618042609776233,-2.3092206485994597,-2.307063948354325,-0.020861237794717293,-2.3180295643370594,-4.615002478676102,-2.317461739458931,-0.014701828605676525,-0.008331338633790451,-0.005548591984909469,-0.014940811138338088,-0.009776389150206186,2.2942712051088754,0.0,-0.005232552802888347,2.29250787985365
2016-01-11,-2.311002043593139,-2.3015959544185334,-2.3068458929566837,18.431083623037733,0.006969063834057116,2.3052443624693844,2.289027365008866,-2.327362651956105,-2.321240328692558,0.007791871937747096,2.3165925374280114,0.008259527187728297,-4.60297120808536,0.011066280798878142,0.0,-2.304655482919778,-2.301974469043572,0.0,2.3041268286338847,-2.2991259265418353
2016-01-12,2.3073283216657337,2.3106210672109793,2.305343839802583,-4.60978024094968,2.297362853640821,0.0006638285966846382,0.002020100610526839,0.016260422422465778,4.61208362372342,2.318391028433108,0.006283458593162036,0.005858349652641983,2.3156802019194442,2.2996175411736126,0.012916514053037224,2.3087836022526185,-2.300146134517298,0.0,-2.2969008810623386,2.310521786252124
2016-01-13,-0.02340544379819121,-2.32784175583139,-2.3243629102229892,-0.008895856840194777,-2.3113491973453835,-2.3193135263253133,-2.325034952400771,2.299157953074405,-0.015873321861520878,-0.025245528433547923,-0.006283458593162088,-0.017678941850601378,-0.019264978490253833,-0.0027631420716011895,-0.013943265596415708,-2.3171082952092736,4.593531645293784,0.0,-0.021210013552084215,-0.017276591987004063
2016-01-14,0.024981398960518,2.318868594824155,0.012971711689109263,0.008125168930347697,0.012248625691134357,2.3213023721932537,2.3154025639805265,0.011944276459235098,0.025668014012970794,2.3140651067387954,0.009732985906576886,0.020595131650734646,2.3113879563542725,-2.291787905240653,0.01191478287733543,2.324291097158839,-2.291149494912969,34.45539480411218,0.01721910271095061,0.01278647840112293
2016-01-15,-0.03798226062997834,-2.3242848141643804,-0.04576229560014395,4.575048733928042,-0.02822057603799183,-2.3431312821370365,-0.03420024610810304,-2.356854643461502,-0.07696145723641179,-0.03737973074510288,-0.03660651157154796,-0.05507071029023064,-0.0316074128735991,2.259558645811002,-2.33526207897136,-0.039097950811698215,-2.341505336587358,-34.45539480411218,-2.3350980604162825,-0.03748589030049527
2016-01-19,-2.308601274277779,2.3039152721309164,2.3250818031218543,-0.000397232100148275,2.310602806072041,2.306714439169972,-0.004226196848941326,2.3158002628324996,0.013591666314147372,-2.2903872580786153,-2.29968699681507,0.02371659471612549,-2.2900008706811974,-2.2744083964526154,0.010780905291306772,-0.00266153456869085,2.321613338752379,34.45539480411218,2.308604338974721,0.009027727570547449
2016-01-20,2.2781533125222166,-0.012898507013186403,-0.029398345859152998,-0.013197371421438649,-0.03890129798556753,-2.3241061266616674,-0.012786260724539495,-0.018858893922540074,-0.029506730338574295,2.284444927747231,2.2898147829912654,-0.0036123485273963423,2.281370222974452,-2.3340648421294303,2.2865457413758046,-0.013956264598480938,2.2769910860632643,0.0,2.289390465047063,-2.3234994338345007
2016-01-21,-0.026197690320503536,0.005586753358040236,0.004783382806626073,-0.00524740344280409,-0.003696967530752215,2.3165227287874224,0.0316647254179427,0.013289393509152031,0.006396452287189663,0.010165350947197454,2.297838606775008,0.019116634592382876,0.007273021884994154,2.315949286507537,-0.0031684249409949174,-0.013605542967428007,-2.2970753645058872,-2.3470368791240275,0.0033548666172324723,2.3133722360985884
2016-01-22,0.042367366966757275,-4.584862377643282,-2.2704968731944954,0.025964911556136797,-2.2582137765725014,0.029323604104821877,0.03872074012733128,0.04322549610277989,0.08355152525517999,0.018785654986415493,-2.2724589066759657,0.018176723167762813,-4.574838141088113,0.02937914960685064,0.018861855484826273,0.04027389697023405,0.02689629343790105,2.389596453050537,-2.2790991693340437,0.02606712863376192
